,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster
333,A14,48,A34,A41,11590,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,241.45833333333337,9.357984213888743,4.0,1,1,23180,young,very_long_term,high_amount,1,0.5673381315155054,1,11590,2958.9520249191182,0
162,A14,15,A32,A44,1262,A63,A74,4,A93,A101,3,A122,36,A143,A152,2,A173,1,A192,A201,84.13333333333334,7.141245122350491,1.25,0,0,5048,mid_career,medium_term,low_amount,0,0.09581076511491884,0,1262,54.41093350876241,1
627,A12,9,A31,A40,1437,A62,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,159.66666666666666,7.271008538280992,0.75,0,0,2874,early_career,short_term,medium_low_amount,1,0.3755283154814435,0,1437,242.83538520607547,1
688,A14,9,A32,A43,2753,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,305.8888888888889,7.9208096792886,0.75,0,0,8259,early_career,short_term,medium_high_amount,0,0.06586081747682813,0,2753,81.59167373116854,1
461,A11,15,A32,A40,1721,A61,A72,2,A93,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,114.73333333333332,7.451241684987676,1.25,0,0,3442,mid_career,medium_term,medium_low_amount,0,0.5571241395769833,0,1721,431.4647898953947,1
361,A13,12,A32,A43,3399,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,283.25,8.131530710604252,1.0,0,0,6798,mid_career,short_term,medium_high_amount,0,0.04303352900194832,0,3399,65.82193428493005,1
360,A12,18,A32,A46,1239,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,68.83333333333333,7.122866658599083,1.5,0,0,4956,senior,medium_term,low_amount,0,0.7684017984820988,0,1239,428.42242274369414,1
535,A13,21,A34,A46,2319,A61,A72,2,A91,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,110.42857142857144,7.749322464660356,1.75,0,0,4638,early_career,medium_term,medium_low_amount,1,0.8801930144579622,0,2319,918.5254202376065,1
344,A13,10,A32,A40,3949,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,394.9,8.281470857895167,0.8333333333333334,0,0,3949,mid_career,short_term,medium_high_amount,0,0.2554133760949259,0,3949,453.8823399894881,1
547,A14,24,A32,A43,1552,A61,A74,3,A93,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,64.66666666666667,7.347943823148687,2.0,0,0,4656,early_career,medium_term,medium_low_amount,0,0.42691631241663347,0,1552,298.1583525917768,1
400,A14,18,A32,A43,1473,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,81.83333333333333,7.295735072749282,1.5,0,0,4419,mid_career,medium_term,medium_low_amount,0,0.13848005871691127,0,1473,91.79150692050464,1
185,A14,15,A34,A43,1360,A61,A73,4,A93,A101,2,A122,31,A143,A152,2,A173,1,A191,A201,90.66666666666669,7.215975002651466,1.25,0,0,5440,early_career,medium_term,low_amount,0,0.18404834131556563,0,1360,112.63758488512617,1
885,A11,12,A32,A46,795,A61,A72,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,66.25,6.679599185844383,1.0,0,0,3180,senior,short_term,low_amount,1,0.8884146141637271,0,795,317.8303282170734,1
672,A14,60,A32,A40,10366,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,172.76666666666668,9.246382963323112,5.0,1,1,20732,mid_career,very_long_term,high_amount,0,0.514104353443785,1,10366,2398.142577509224,0
949,A14,24,A32,A43,3621,A62,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,150.875,8.19478163844336,2.0,0,0,7242,early_career,medium_term,medium_high_amount,1,0.1289313526305754,0,3621,210.0871925438911,1
406,A14,24,A34,A41,2197,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,91.54166666666669,7.6953031349635665,2.0,0,0,8788,mid_career,medium_term,medium_low_amount,0,0.017840939851194296,0,2197,17.638445183883242,1
596,A11,24,A32,A40,1442,A61,A74,4,A92,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,60.083333333333336,7.274479558773871,2.0,0,0,5768,young,medium_term,medium_low_amount,1,0.8952268672761438,0,1442,580.9127141754897,1
981,A14,48,A32,A49,4844,A61,A71,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,100.91666666666669,8.485702524324866,4.0,1,1,14532,early_career,very_long_term,high_amount,1,0.7594363868972915,1,4844,1655.4194361587163,0
880,A14,24,A32,A41,7814,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,325.5833333333333,8.963800242855577,2.0,0,1,23442,mid_career,medium_term,high_amount,0,0.10192665503181929,1,7814,358.4046970883862,0
324,A14,18,A34,A40,1028,A61,A73,4,A92,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,57.111111111111114,6.9363427358340495,1.5,0,0,4112,mid_career,medium_term,low_amount,0,0.27245289819836965,0,1028,126.03671070656581,1
718,A13,24,A34,A43,3148,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,131.16666666666666,8.054840221101024,2.0,0,0,9444,early_career,medium_term,medium_high_amount,0,0.0755139764640824,0,3148,106.97309905901913,1
153,A12,24,A34,A41,7758,A64,A75,2,A92,A101,4,A124,29,A143,A151,1,A173,1,A191,A201,323.25,8.95660873889395,2.0,0,1,15516,early_career,medium_term,high_amount,0,0.3898359339168742,1,7758,1360.9562288971997,0
819,A11,18,A32,A43,1345,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,74.72222222222223,7.204892510204673,1.5,0,0,5380,early_career,medium_term,low_amount,1,0.8900930937377568,0,1345,538.7288449847773,1
595,A12,6,A31,A40,931,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,155.16666666666666,6.837332814685591,0.5,0,0,931,early_career,short_term,low_amount,1,0.6900650476138043,0,931,289.10275169780334,1
384,A14,30,A33,A49,4272,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,142.4,8.360071435644025,2.5,0,1,8544,early_career,long_term,high_amount,0,0.21422867671439605,1,4272,411.8332081157549,0
459,A14,18,A32,A43,4594,A61,A72,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,255.22222222222223,8.432724034789787,1.5,0,1,13782,early_career,medium_term,high_amount,0,0.3199361685227608,1,4594,661.4040411871034,0
744,A11,39,A34,A42,14179,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,363.56410256410254,9.55958780008612,3.25,1,1,56716,early_career,very_long_term,high_amount,0,0.5688847415885204,1,14179,3629.7975379426343,0
56,A12,12,A32,A43,6468,A65,A71,2,A93,A101,1,A124,52,A143,A152,1,A174,1,A192,A201,539.0,8.774776816043985,1.0,0,1,12936,senior,short_term,high_amount,1,0.4196550201849089,1,6468,1221.447901750196,0
481,A12,24,A32,A40,1201,A61,A72,4,A93,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,50.041666666666664,7.091742115095153,2.0,0,0,4804,early_career,medium_term,low_amount,0,0.866508350744713,0,1201,468.3044381599802,1
335,A11,6,A34,A42,3384,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,564.0,8.127109185346375,0.5,0,0,3384,mid_career,short_term,medium_high_amount,1,0.28336776660425816,0,3384,431.51243498496433,1
102,A14,6,A33,A43,932,A61,A73,3,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,155.33333333333334,6.838405200847344,0.5,0,0,2796,young,short_term,low_amount,0,0.18191297492291655,0,932,76.2943016826712,1
855,A14,24,A32,A40,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,61.416666666666664,7.29641326877392,2.0,0,0,5896,early_career,medium_term,medium_low_amount,0,0.3923542656859215,0,1474,260.24858442947175,1
486,A14,12,A32,A43,3077,A61,A73,2,A93,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,256.4166666666667,8.032035314398824,1.0,0,0,6154,senior,short_term,medium_high_amount,0,0.04503608729373164,0,3077,62.35921827126551,1
119,A12,12,A34,A40,2366,A63,A74,3,A91,A101,3,A123,36,A143,A152,1,A174,1,A192,A201,197.16666666666663,7.769378609513984,1.0,0,0,7098,mid_career,short_term,medium_high_amount,0,0.07904313397495759,0,2366,84.15722474313735,1
87,A12,36,A32,A46,12612,A62,A73,1,A93,A101,4,A124,47,A143,A153,1,A173,2,A192,A201,350.3333333333333,9.442483307087192,3.0,1,1,12612,mid_career,long_term,high_amount,1,0.8281422752589556,1,12612,4700.038669004677,0
961,A12,21,A33,A40,2353,A61,A73,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,112.04761904761904,7.763871287820222,1.75,0,0,2353,mid_career,medium_term,medium_high_amount,0,0.5451866696869904,0,2353,577.2709051980698,1
48,A14,11,A34,A40,7228,A61,A73,1,A93,A101,4,A122,39,A143,A152,2,A172,1,A191,A201,657.0909090909091,8.885855993000296,0.9166666666666666,0,1,7228,mid_career,short_term,high_amount,0,0.12620476086249047,1,7228,410.49360518133653,0
260,A11,12,A32,A42,1657,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,138.08333333333334,7.41336733569524,1.0,0,0,3314,early_career,short_term,medium_low_amount,0,0.3649893044470643,0,1657,272.1542748609535,1
829,A12,48,A33,A49,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,139.1875,8.807172622916703,4.0,1,1,26724,mid_career,very_long_term,high_amount,0,0.5926100430697011,1,6681,1781.6524639869028,0
702,A13,24,A32,A43,1377,A62,A75,4,A92,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,57.375,7.228388451573604,2.0,0,0,5508,mid_career,medium_term,medium_low_amount,0,0.4546459612878679,0,1377,281.72136991202734,1
685,A14,60,A32,A40,6527,A65,A73,4,A93,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,108.78333333333332,8.783855896643942,5.0,1,1,26108,early_career,very_long_term,high_amount,0,0.6999838095651891,1,6527,2055.9574462643955,0
29,A11,60,A33,A49,6836,A61,A75,3,A93,A101,4,A124,63,A143,A152,2,A173,1,A192,A201,113.93333333333334,8.830104317913793,5.0,1,1,20508,senior,very_long_term,high_amount,1,0.9531782818711003,1,6836,2932.167030691879,0
197,A12,12,A32,A42,951,A62,A72,4,A92,A101,4,A123,27,A141,A151,4,A173,1,A191,A201,79.25,6.858565034791365,1.0,0,0,3804,early_career,short_term,low_amount,1,0.9294457920001847,0,951,397.7563266864791,1
613,A11,24,A31,A41,3632,A61,A73,1,A92,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,151.33333333333334,8.197814032221203,2.0,0,0,3632,young,medium_term,medium_high_amount,0,0.39687851420363907,0,3632,648.6582436144276,1
638,A14,12,A32,A43,1493,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,124.41666666666669,7.309212365692763,1.0,0,0,5972,early_career,short_term,medium_low_amount,0,0.32232219853232547,0,1493,216.55216908394286,1
146,A11,6,A34,A40,860,A61,A75,1,A92,A101,4,A124,39,A143,A152,2,A173,1,A192,A201,143.33333333333334,6.7580945044277305,0.5,0,0,860,mid_career,short_term,low_amount,0,0.44075901734398404,0,860,170.57373971212184,1
245,A14,24,A32,A49,1258,A61,A74,4,A93,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,52.416666666666664,7.138073034044347,2.0,0,0,5032,young,medium_term,low_amount,0,0.2784179645591972,0,1258,157.61240973696155,1
307,A11,12,A32,A43,727,A62,A72,4,A94,A101,3,A124,33,A143,A152,1,A172,1,A192,A201,60.583333333333336,6.590301048196686,1.0,0,0,2908,early_career,short_term,low_amount,1,0.7222542490577025,0,727,236.2854775792274,1
116,A11,42,A32,A43,7174,A65,A74,4,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,170.8095238095238,8.878358040627822,3.5,1,1,28696,early_career,very_long_term,high_amount,1,0.5542872753918455,1,7174,1789.405611147495,0
891,A14,15,A34,A43,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,121.93333333333334,7.512071245835466,1.25,0,0,7316,mid_career,medium_term,medium_low_amount,0,0.06515834259824953,0,1829,53.62857387548927,1
415,A14,36,A34,A41,5842,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,162.27777777777777,8.672999642554437,3.0,1,1,11684,early_career,long_term,high_amount,0,0.13999143908389566,1,5842,368.02349420765336,0
169,A12,24,A34,A49,1935,A61,A75,4,A91,A101,4,A121,31,A143,A152,2,A173,1,A192,A201,80.625,7.568379267836522,2.0,0,0,7740,early_career,medium_term,medium_low_amount,1,0.5448378360345464,0,1935,474.4175457270813,1
264,A14,10,A34,A40,1231,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,123.1,7.116394144093465,0.8333333333333334,0,0,3693,early_career,short_term,low_amount,0,0.055461692304090635,0,1231,30.723004451851008,1
15,A11,24,A32,A43,1282,A62,A73,4,A92,A101,2,A123,32,A143,A152,1,A172,1,A191,A201,53.416666666666664,7.1569563646156364,2.0,0,0,5128,early_career,medium_term,low_amount,1,0.8382293173101574,0,1282,483.5744931562298,1
965,A12,30,A32,A43,1715,A65,A73,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,57.166666666666664,7.447751280047908,2.5,0,0,6860,early_career,long_term,medium_low_amount,0,0.4424705134115011,0,1715,341.47661872532603,1
215,A12,6,A34,A48,932,A65,A74,1,A92,A101,3,A122,39,A143,A152,2,A172,1,A191,A201,155.33333333333334,6.838405200847344,0.5,0,0,932,mid_career,short_term,low_amount,0,0.035712073312868214,0,932,14.977643547416932,1
632,A12,15,A32,A43,1444,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,96.26666666666668,7.275864600546533,1.25,0,0,5776,young,medium_term,medium_low_amount,0,0.3427412799659751,0,1444,222.7132837218906,1
45,A14,11,A34,A40,1393,A61,A72,4,A92,A101,4,A123,35,A143,A152,2,A174,1,A191,A201,126.63636363636364,7.239932591320469,0.9166666666666666,0,0,5572,early_career,short_term,medium_low_amount,0,0.20417315826408178,0,1393,127.98594425783966,1
758,A14,24,A32,A40,1393,A61,A73,2,A93,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,58.041666666666664,7.239932591320469,2.0,0,0,2786,early_career,medium_term,medium_low_amount,0,0.14585644583908358,0,1393,91.43011307422955,1
98,A12,36,A34,A43,2337,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,64.91666666666667,7.757051142032013,3.0,1,0,9348,mid_career,long_term,medium_high_amount,0,0.1941197337502324,0,2337,204.14601799843192,0
960,A14,6,A34,A43,1740,A61,A75,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,290.0,7.462214939768189,0.5,0,0,3480,early_career,short_term,medium_low_amount,0,0.08319255013258213,0,1740,65.13976675381181,1
385,A14,18,A34,A43,2238,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,124.33333333333331,7.713784616598755,1.5,0,0,4476,young,medium_term,medium_low_amount,0,0.1898875703598662,0,2238,191.23577210942125,1
356,A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,194.25,7.754481547470383,1.0,0,0,2331,mid_career,short_term,medium_high_amount,0,0.004323970909358345,0,2331,4.535629285371435,1
582,A14,9,A32,A42,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,154.22222222222223,7.236339342754344,0.75,0,0,5552,early_career,short_term,medium_low_amount,0,0.261181206375472,0,1388,163.1337815021198,1
63,A12,48,A30,A49,14421,A61,A73,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,300.4375,9.576510097476705,4.0,1,1,28842,young,very_long_term,high_amount,1,0.883606584521556,1,14421,5734.120749923412,0
247,A14,6,A30,A40,1204,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,200.66666666666663,7.094234845924755,0.5,0,0,4816,early_career,short_term,low_amount,0,0.6464861074881935,0,1204,350.2661730371032,1
776,A14,36,A34,A40,3535,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,98.19444444444444,8.170751423757535,3.0,1,0,14140,mid_career,long_term,medium_high_amount,0,0.10823524342272924,1,3535,172.17521347470654,0
689,A11,12,A32,A40,3651,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,304.25,8.20303024171486,1.0,0,0,3651,early_career,short_term,medium_high_amount,0,0.19735244721086886,0,3651,324.24020314509704,1
354,A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,72.7,6.590301048196686,0.8333333333333334,0,0,2908,mid_career,short_term,low_amount,0,0.20914261025977898,0,727,68.42100494648669,1
40,A14,30,A32,A43,2333,A63,A75,4,A93,A101,2,A123,30,A141,A152,1,A174,1,A191,A201,77.76666666666667,7.755338812846501,2.5,0,0,9332,early_career,long_term,medium_high_amount,0,0.2583403312456491,0,2333,271.2185967582447,1
872,A11,24,A34,A49,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,57.583333333333336,7.232010331664759,2.0,0,0,5528,early_career,medium_term,medium_low_amount,0,0.2101849479184631,0,1382,130.7140191104922,1
126,A11,12,A32,A43,701,A61,A73,4,A94,A101,2,A121,40,A143,A152,1,A172,1,A191,A201,58.416666666666664,6.553933404025811,1.0,0,0,2804,mid_career,short_term,low_amount,0,0.46398236280630417,0,701,146.36323634724866,1
328,A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,124.25,8.406038142050075,3.0,1,1,17892,early_career,long_term,high_amount,0,0.7552352495752445,1,4473,1520.1752721075309,0
543,A13,18,A32,A42,2864,A61,A73,2,A93,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,159.11111111111111,7.96032362914884,1.5,0,0,5728,early_career,medium_term,medium_high_amount,1,0.40343169963699665,0,2864,519.9427744921613,1
773,A14,24,A34,A43,2223,A62,A75,4,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,92.625,7.707062655370473,2.0,0,0,8892,senior,medium_term,medium_low_amount,0,0.2823100457258016,0,2223,282.4088542418056,1
526,A14,15,A34,A46,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,102.13333333333334,7.334981878871814,1.25,0,0,6128,early_career,medium_term,medium_low_amount,0,0.2877949746746199,0,1532,198.40585554068295,1
820,A14,12,A32,A40,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,91.75,7.004881989712859,1.0,0,0,3303,early_career,short_term,low_amount,0,0.26604999228378934,0,1101,131.81446867700345,1
265,A12,15,A32,A43,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,53.46666666666667,6.688354713946762,1.25,0,0,3208,mid_career,medium_term,low_amount,1,0.5502228130797874,0,802,198.57541324049527,1
533,A14,24,A32,A43,1311,A62,A74,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,54.625,7.179307969504034,2.0,0,0,5244,early_career,medium_term,low_amount,0,0.2201810046260479,0,1311,129.89578367913697,1
113,A14,36,A34,A40,7855,A61,A73,4,A92,A101,2,A121,25,A142,A152,2,A173,1,A192,A201,218.19444444444449,8.969032850034301,3.0,1,1,31420,young,long_term,high_amount,1,0.7435099174267287,1,7855,2628.121680624129,0
437,A14,24,A34,A40,1287,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,53.625,7.160845906664299,2.0,0,0,5148,mid_career,medium_term,low_amount,0,0.10815651253915451,0,1287,62.63884423705133,1
581,A12,12,A34,A40,3124,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,260.3333333333333,8.047189562170502,1.0,0,0,3124,mid_career,short_term,medium_high_amount,0,0.37533224351588057,0,3124,527.6420679346248,1
918,A11,24,A32,A42,2359,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,98.29166666666669,7.766416898019656,2.0,0,0,2359,early_career,medium_term,medium_high_amount,1,0.7113273035950859,0,2359,755.1094991313633,1
168,A14,24,A32,A42,3972,A61,A74,2,A92,A101,4,A122,25,A143,A151,1,A173,1,A192,A201,165.5,8.287276755814599,2.0,0,0,7944,young,medium_term,medium_high_amount,0,0.25666230040267674,0,3972,458.7581957397444,1
401,A12,18,A34,A49,1887,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,104.83333333333331,7.543273346705446,1.5,0,0,7548,early_career,medium_term,medium_low_amount,0,0.3810289073333347,0,1887,323.5506966621012,1
339,A12,10,A32,A42,1521,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,152.1,7.327780538421632,0.8333333333333334,0,0,6084,early_career,short_term,medium_low_amount,0,0.6680202394063233,0,1521,457.226452861658,1
706,A12,48,A32,A40,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,136.66666666666666,8.788898309344878,4.0,1,1,19680,young,very_long_term,high_amount,1,0.7524403483803812,1,6560,2221.2039084188855,0
358,A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,64.66666666666667,6.655440350367647,1.0,0,0,3104,early_career,short_term,low_amount,0,0.1841223612323493,0,776,64.29552854233637,1
909,A12,9,A32,A40,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,355.0,8.069655306886165,0.75,0,0,3195,early_career,short_term,medium_high_amount,0,0.15951109908602315,0,3195,229.33708271092976,1
823,A11,8,A34,A40,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,91.375,6.595780513961311,0.6666666666666666,0,0,2924,mid_career,short_term,low_amount,0,0.3467670775823448,0,731,114.06903017071234,1
173,A12,8,A32,A43,1414,A61,A73,4,A93,A103,2,A121,33,A143,A152,1,A173,1,A191,A202,176.75,7.254884810077338,0.6666666666666666,0,0,5656,early_career,short_term,medium_low_amount,0,0.055782629324104493,0,1414,35.49448703892769,1
345,A14,15,A34,A43,1459,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,97.26666666666668,7.286191714702382,1.25,0,0,5836,mid_career,medium_term,medium_low_amount,0,0.10785348518241356,0,1459,70.81120569651362,1
20,A14,9,A34,A40,2134,A61,A73,4,A93,A101,4,A123,48,A143,A152,3,A173,1,A192,A201,237.11111111111111,7.666221925662725,0.75,0,0,8536,mid_career,short_term,medium_low_amount,0,0.09493795124406995,0,2134,91.16891457968038,1
323,A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,147.72222222222223,7.886081401775745,1.5,0,0,10636,early_career,medium_term,medium_high_amount,0,0.32810518476970557,0,2659,392.5942588361912,1
10,A12,12,A32,A40,1295,A61,A72,3,A92,A101,1,A123,25,A143,A151,1,A173,1,A191,A201,107.91666666666669,7.16703787691222,1.0,0,0,3885,young,short_term,low_amount,1,0.8871587786823205,0,1295,516.9917782771223,1
621,A14,18,A34,A40,1530,A61,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,85.0,7.333676395657684,1.5,0,0,4590,early_career,medium_term,medium_low_amount,1,0.34860218184674296,0,1530,240.01260220148254,1
191,A12,48,A30,A49,3844,A62,A74,4,A93,A101,4,A124,34,A143,A153,1,A172,2,A191,A201,80.08333333333333,8.254528881939745,4.0,1,0,15376,early_career,very_long_term,medium_high_amount,1,0.7495561090801915,1,3844,1296.5821574869153,0
842,A14,18,A32,A45,1943,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,107.94444444444444,7.572502985020384,1.5,0,0,7772,young,medium_term,medium_low_amount,1,0.585846089336254,0,1943,512.2345282111537,1
769,A14,12,A34,A43,1655,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,137.91666666666666,7.412160334945205,1.0,0,0,3310,senior,short_term,medium_low_amount,0,0.029509730289210088,0,1655,21.977371632889213,1
926,A11,18,A34,A42,1049,A61,A72,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,58.27777777777778,6.956545443151569,1.5,0,0,4196,young,medium_term,low_amount,0,0.8722276314093643,0,1049,411.7350534067904,1
202,A14,27,A33,A49,5117,A61,A74,3,A93,A101,4,A123,26,A143,A152,2,A173,1,A191,A201,189.5185185185185,8.540519016719735,2.25,0,1,15351,early_career,long_term,high_amount,0,0.23570451719461413,1,5117,542.7450065181782,0
201,A11,12,A32,A40,1168,A61,A73,4,A94,A101,3,A121,27,A143,A152,1,A172,1,A191,A201,97.33333333333331,7.063903961472068,1.0,0,0,4672,early_career,short_term,low_amount,0,0.7473036349122228,0,1168,392.7827905098643,1
763,A14,21,A34,A40,12680,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,603.8095238095239,9.4478600892349,1.75,0,1,50720,early_career,medium_term,high_amount,1,0.4619536292198084,1,12680,2635.9074083282267,0
426,A14,28,A34,A43,2743,A61,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,97.96428571428572,7.917171988845776,2.3333333333333335,0,0,10972,early_career,long_term,medium_high_amount,0,0.10200574383313657,0,2743,125.91078990043214,1
737,A11,18,A32,A40,4380,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,243.33333333333337,8.385032287813898,1.5,0,1,13140,early_career,medium_term,high_amount,0,0.7767141207800404,1,4380,1530.9035320574599,0
674,A14,21,A33,A49,2580,A63,A72,4,A93,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,122.85714285714286,7.855932199718614,1.75,0,0,10320,mid_career,medium_term,medium_high_amount,1,0.32249250406173335,0,2580,374.41379721567245,1
979,A12,15,A31,A40,1264,A62,A73,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,84.26666666666667,7.142827401161621,1.25,0,0,2528,young,medium_term,low_amount,1,0.8523042833076788,0,1264,484.7906763454077,1
59,A11,36,A34,A42,6229,A61,A72,4,A92,A102,4,A124,23,A143,A151,2,A172,1,A192,A201,173.02777777777777,8.737131611781498,3.0,1,1,24916,young,long_term,high_amount,1,0.9846393919582266,1,6229,2759.993447628507,0
521,A11,18,A32,A43,3190,A61,A73,2,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,177.22222222222223,8.068089626278244,1.5,0,0,6380,young,medium_term,medium_high_amount,1,0.5195914911049039,0,3190,745.8735854810895,1
332,A12,60,A32,A40,7408,A62,A72,4,A92,A101,2,A122,24,A143,A152,1,A174,1,A191,A201,123.46666666666668,8.910450756416656,5.0,1,1,29632,young,very_long_term,high_amount,1,0.970964437187154,1,7408,3236.8070478070963,0
31,A11,24,A32,A42,4020,A61,A73,2,A93,A101,2,A123,27,A142,A152,1,A173,1,A191,A201,167.5,8.299285906897275,2.0,0,1,8040,early_career,medium_term,high_amount,0,0.7941912416767032,1,4020,1436.691956193156,0
