,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,top_positive_contributors,top_negative_contributors,risk_narrative,risk_band,exposure_bucket,flag_high_pd_high_exposure,flag_high_expected_loss,flag_anomalous_elevated_pd,base_pd,base_lgd,base_ead,base_expected_loss,base_expected_loss_rate,mild_stress_pd,mild_stress_lgd,mild_stress_ead,mild_stress_expected_loss,mild_stress_expected_loss_rate,adverse_stress_pd,adverse_stress_lgd,adverse_stress_ead,adverse_stress_expected_loss,adverse_stress_expected_loss_rate,severe_stress_pd,severe_stress_lgd,severe_stress_ead,severe_stress_expected_loss,severe_stress_expected_loss_rate
806,A12,6,A32,A43,590,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,98.33333333333331,6.3818160174060985,0.5,0,0,1770,early_career,short_term,low_amount,0,0.1443920366938176,0,590,38.33608574220859,1,0.1817759890886194,0,0.3511062641418663,0.0124457140353724,credit_amount_bucket_low_amount (0.769); savings_account_A61 (0.577); employment_since_A72 (0.341); checking_account_status_A12 (0.237); credit_amount (0.210),foreign_worker_A202 (-0.667); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428); credit_amount_log (-0.371),"The borrower is assigned low estimated credit risk, with a predicted PD of 14.44%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); savings_account_A61 (0.577); employment_since_A72 (0.341); checking_account_status_A12 (0.237); credit_amount (0.210). The strongest downward model signals are: foreign_worker_A202 (-0.667); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428); credit_amount_log (-0.371). The borrower belongs to risk cluster 0.",low_risk,low_exposure,0,0,0,0.1443920366938176,0.45,590.0,38.33608574220857,0.06497641651221792,0.1660508421978902,0.5,590.0,48.98499844837761,0.0830254210989451,0.18770964770196288,0.55,607.7,62.73913409966557,0.10324030623607959,0.22380765687541726,0.65,619.5,90.12174823230865,0.14547497696902123
698,A14,18,A34,A43,1800,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,100.0,7.496097345175956,1.5,0,0,7200,young,medium_term,medium_low_amount,0,0.1645144169846072,0,1800,133.25667775753183,1,0.0298829057520467,0,0.0582069909632029,0.0015588205408905,foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_bucket_young (0.459); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251),"The borrower is assigned low estimated credit risk, with a predicted PD of 16.45%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_bucket_young (0.459); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251). The borrower belongs to risk cluster 0.",low_risk,medium_low_exposure,0,0,0,0.1645144169846072,0.45,1800.0,133.25667775753183,0.07403148764307324,0.18919157953229826,0.5,1800.0,170.27242157906844,0.09459578976614913,0.21386874207998938,0.55,1854.0,218.08195629896517,0.11762780814399415,0.2549973463261412,0.65,1890.0,313.2642399616645,0.1657482751119918
620,A12,21,A34,A49,3652,A61,A74,2,A93,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,173.9047619047619,8.203304026795282,1.75,0,0,7304,early_career,medium_term,medium_high_amount,0,0.133091113344879,0,3652,218.72193567097423,1,0.0502064355766285,0,0.0879584437769049,0.012454427376352,foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); checking_account_status_A12 (0.237); telephone_A191 (0.166),credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428),"The borrower is assigned low estimated credit risk, with a predicted PD of 13.31%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); checking_account_status_A12 (0.237); telephone_A191 (0.166). The strongest downward model signals are: credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 0.",low_risk,medium_high_exposure,0,0,0,0.133091113344879,0.45,3652.0,218.72193567097415,0.05989100100519555,0.15305478034661082,0.5,3652.0,279.4780289129114,0.07652739017330541,0.1730184473483427,0.55,3761.56,357.9505989441976,0.0951601460415885,0.20629122568456246,0.65,3834.6000000000004,514.1788171065152,0.1340892966949656
347,A12,24,A32,A43,3758,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,156.58333333333334,8.231908243564177,2.0,0,0,3758,young,medium_term,medium_high_amount,0,0.6200123225730777,0,3758,1048.5028387033317,1,0.2681327213613658,0,0.5094283476995718,0.0268370950231598,foreign_worker_A201 (0.651); property_A124 (0.624); housing_A151 (0.488); duration_bucket_medium_term (0.463); age_bucket_young (0.459),credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); job_A171 (-0.305); purpose_A43 (-0.251),"The borrower is assigned high estimated credit risk, with a predicted PD of 62.00%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); housing_A151 (0.488); duration_bucket_medium_term (0.463); age_bucket_young (0.459). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); job_A171 (-0.305); purpose_A43 (-0.251). The borrower belongs to risk cluster 0.",high_risk,medium_high_exposure,0,0,0,0.6200123225730777,0.45,3758.0,1048.5028387033317,0.27900554515788495,0.7330141709590393,0.5,3758.0,1377.3336272320348,0.36650708547951966,0.856016019345001,0.55,3870.7400000000002,1822.3784956957084,0.4708088106397506,1.0,0.65,3945.9,2564.835,0.65
257,A11,12,A31,A43,2149,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,179.08333333333334,7.673223121121708,1.0,0,0,8596,early_career,short_term,medium_low_amount,1,0.8168574291426376,0,2149,789.9419768523877,1,0.1999697830986434,0,0.3733036764725811,0.0266358897247057,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); personal_status_sex_A91 (0.526),housing_A153 (-0.497); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258); purpose_A43 (-0.251),"The borrower is assigned high estimated credit risk, with a predicted PD of 81.69%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); personal_status_sex_A91 (0.526). The strongest downward model signals are: housing_A153 (-0.497); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258); purpose_A43 (-0.251). The borrower belongs to risk cluster 0.",high_risk,medium_low_exposure,0,0,0,0.8168574291426376,0.45,2149.0,789.9419768523877,0.3675858431141869,0.9593860435140332,0.5,2149.0,1030.8603037558287,0.4796930217570166,1.0,0.55,2213.4700000000003,1217.4085000000002,0.55,1.0,0.65,2256.4500000000003,1466.6925000000003,0.65
70,A14,36,A32,A41,8133,A61,A73,1,A92,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,225.91666666666663,9.00380808646717,3.0,1,1,8133,early_career,long_term,high_amount,0,0.4842232148571955,1,8133,1772.184332895107,0,0.2189299097351601,0,0.4275104551163033,0.0103493643540168,foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_years (0.448); duration_months (0.448),checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_amount (-0.398); installment_rate_pct_income (-0.329); property_A122 (-0.200),"The borrower is assigned elevated estimated credit risk, with a predicted PD of 48.42%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_years (0.448); duration_months (0.448). The strongest downward model signals are: checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_amount (-0.398); installment_rate_pct_income (-0.329); property_A122 (-0.200). The borrower belongs to risk cluster 1.",elevated_risk,high_exposure,0,0,0,0.4842232148571955,0.45,8133.0,1772.1843328951068,0.21790044668573796,0.5868566970857748,0.5,8133.0,2386.452758699303,0.2934283485428874,0.7094901793143542,0.55,8376.99,3268.8656754680037,0.39021959862289485,0.8805459830286531,0.65,8539.65,4887.710427580914,0.5723548889686245
404,A12,18,A33,A40,2899,A65,A75,4,A93,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,161.05555555555554,7.972466015974565,1.5,0,0,11596,mid_career,medium_term,medium_high_amount,0,0.3267562732756784,0,2899,426.26989630178633,1,0.1573638710912744,0,0.2932032242015807,0.0215245179809681,foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); purpose_A40 (0.443); people_liable (0.308); checking_account_status_A12 (0.237),credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409),"The borrower is assigned moderate estimated credit risk, with a predicted PD of 32.68%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); purpose_A40 (0.443); people_liable (0.308); checking_account_status_A12 (0.237). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409). The borrower belongs to risk cluster 0.",moderate_risk,medium_high_exposure,0,0,0,0.3267562732756784,0.45,2899.0,426.2698963017863,0.14704032297405528,0.37576971426703015,0.5,2899.0,544.6782008300602,0.18788485713351508,0.42478315525838195,0.55,2985.9700000000003,697.6143669587791,0.23363073539211013,0.5064722235773016,0.65,3043.9500000000003,1002.0894812227828,0.329206945325246
395,A12,39,A33,A46,11760,A62,A74,2,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,301.53846153846155,9.372544251851036,3.25,1,1,23520,early_career,very_long_term,high_amount,0,0.8656242364405557,1,11760,4580.883459243421,0,0.3015727169979877,0,0.5895136659550367,0.0136317680409387,purpose_A46 (0.982); foreign_worker_A201 (0.651); property_A124 (0.624); installment_burden_proxy (0.542); duration_years (0.537),credit_amount (-0.691); duration_bucket_very_long_term (-0.610); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428),"The borrower is assigned high estimated credit risk, with a predicted PD of 86.56%. The strongest upward model signals are: purpose_A46 (0.982); foreign_worker_A201 (0.651); property_A124 (0.624); installment_burden_proxy (0.542); duration_years (0.537). The strongest downward model signals are: credit_amount (-0.691); duration_bucket_very_long_term (-0.610); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 1.",high_risk,high_exposure,1,1,0,0.8656242364405557,0.45,11760.0,4580.883459243421,0.3895309063982501,1.0,0.5,11760.0,5880.0,0.5,1.0,0.55,12112.800000000001,6662.040000000001,0.55,1.0,0.65,12348.0,8026.200000000001,0.65
221,A11,12,A32,A46,1200,A65,A73,4,A92,A101,4,A122,23,A141,A151,1,A173,1,A192,A201,100.0,7.0909098220799835,1.0,0,0,4800,young,short_term,low_amount,0,0.8982670558142855,0,1200,485.06421013971413,1,0.2446401756663905,0,0.4664047751231399,0.0228755762096412,purpose_A46 (0.982); credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525),savings_account_A65 (-0.409); duration_years (-0.258); duration_months (-0.258); age_years (-0.201); property_A122 (-0.200),"The borrower is assigned high estimated credit risk, with a predicted PD of 89.83%. The strongest upward model signals are: purpose_A46 (0.982); credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525). The strongest downward model signals are: savings_account_A65 (-0.409); duration_years (-0.258); duration_months (-0.258); age_years (-0.201); property_A122 (-0.200). The borrower belongs to risk cluster 0.",high_risk,low_exposure,0,0,0,0.8982670558142855,0.45,1200.0,485.06421013971413,0.40422017511642844,1.0,0.5,1200.0,600.0,0.5,1.0,0.55,1236.0,679.8000000000001,0.55,1.0,0.65,1260.0,819.0,0.65
594,A11,24,A31,A410,1358,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,56.583333333333336,7.214504414151143,2.0,0,0,5432,mid_career,medium_term,low_amount,1,0.4751314004178588,0,1358,290.3527987953535,1,0.2451930359483702,0,0.4534920772672026,0.0368939946295377,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); credit_history_A31 (0.268),purpose_A410 (-0.527); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); credit_amount_per_month (-0.260),"The borrower is assigned elevated estimated credit risk, with a predicted PD of 47.51%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); credit_history_A31 (0.268). The strongest downward model signals are: purpose_A410 (-0.527); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); credit_amount_per_month (-0.260). The borrower belongs to risk cluster 0.",elevated_risk,low_exposure,0,0,0,0.4751314004178588,0.45,1358.0,290.3527987953535,0.21380913018803646,0.5664011104805375,0.5,1358.0,384.586354016285,0.28320055524026877,0.6676708205432165,0.55,1398.74,513.6438359396402,0.367218951298769,0.8164536706476812,0.65,1425.9,756.7178378347437,0.5306948859209928
751,A11,18,A32,A40,976,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,54.22222222222222,6.884486652042782,1.5,0,0,976,young,medium_term,low_amount,1,0.8972195875949454,0,976,394.0588428717,1,0.1147130054163262,0,0.2104729748312981,0.0189530360013543,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463),other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); installment_burden_proxy (-0.280); credit_amount_per_month (-0.266); credit_amount_log (-0.237),"The borrower is assigned high estimated credit risk, with a predicted PD of 89.72%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463). The strongest downward model signals are: other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); installment_burden_proxy (-0.280); credit_amount_per_month (-0.266); credit_amount_log (-0.237). The borrower belongs to risk cluster 0.",high_risk,low_exposure,0,0,0,0.8972195875949454,0.45,976.0,394.0588428717,0.4037488144177254,1.0,0.5,976.0,488.0,0.5,1.0,0.55,1005.28,552.904,0.55,1.0,0.65,1024.8,666.12,0.65
794,A14,24,A32,A42,3062,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,127.58333333333331,8.027150106832774,2.0,0,0,12248,early_career,medium_term,medium_high_amount,0,0.4139194472689563,0,3062,570.339606391895,1,0.1409369882354907,0,0.2705713003554078,0.0113026761155737,foreign_worker_A201 (0.651); property_A124 (0.624); housing_A151 (0.488); duration_bucket_medium_term (0.463); purpose_A42 (0.201),checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); telephone_A192 (-0.182),"The borrower is assigned elevated estimated credit risk, with a predicted PD of 41.39%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); housing_A151 (0.488); duration_bucket_medium_term (0.463); purpose_A42 (0.201). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); telephone_A192 (-0.182). The borrower belongs to risk cluster 0.",elevated_risk,medium_high_exposure,0,0,0,0.4139194472689563,0.45,3062.0,570.3396063918949,0.18626375127103034,0.4960073643592997,0.5,3062.0,759.3872748340879,0.24800368217964985,0.5880952814496433,0.55,3153.86,1020.1236013940248,0.32345240479730386,0.7215751432668822,0.65,3215.1,1507.9585580262794,0.46902384312347345
800,A14,24,A34,A46,1597,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,66.54166666666667,7.37650812632622,2.0,0,0,6388,senior,medium_term,medium_low_amount,0,0.5488903126307165,0,1597,394.4600231720645,1,0.2194403112089133,0,0.4078851030083177,0.030995519409509,purpose_A46 (0.982); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428),"The borrower is assigned elevated estimated credit risk, with a predicted PD of 54.89%. The strongest upward model signals are: purpose_A46 (0.982); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 0.",elevated_risk,medium_low_exposure,0,0,0,0.5488903126307165,0.45,1597.0,394.46002317206444,0.24700064068382244,0.651223859525324,0.5,1597.0,520.0022518309712,0.325611929762662,0.7635574064199315,0.55,1644.91,690.7907673668153,0.41995657353096233,0.9307799845776106,0.65,1676.8500000000001,1014.5059711403281,0.6050069899754469
802,A11,20,A34,A42,4272,A61,A75,1,A92,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,213.6,8.360071435644025,1.6666666666666667,0,1,4272,young,medium_term,high_amount,0,0.6174967366081464,1,4272,1187.075726455501,0,0.1485417030409937,0,0.2690261798959401,0.0280572261860472,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_bucket_young (0.459),credit_history_A34 (-0.877); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); property_A122 (-0.200); age_years (-0.185),"The borrower is assigned high estimated credit risk, with a predicted PD of 61.75%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_bucket_young (0.459). The strongest downward model signals are: credit_history_A34 (-0.877); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); property_A122 (-0.200); age_years (-0.185). The borrower belongs to risk cluster 1.",high_risk,high_exposure,0,0,0,0.6174967366081464,0.45,4272.0,1187.0757264555007,0.2778735314736659,0.7401212470993683,0.5,4272.0,1580.8989838042507,0.37006062354968416,0.8827457575905905,0.55,4400.16,2136.3224149958974,0.4855101666748249,1.0,0.65,4485.6,2915.6400000000003,0.65
587,A11,12,A32,A42,1289,A61,A73,4,A93,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,107.41666666666669,7.162397497355718,1.0,0,0,5156,young,short_term,low_amount,0,0.6447005616778948,0,1289,373.9585608012629,1,0.1672279165691831,0,0.3235335849681302,0.010922248170236,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459),personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258),"The borrower is assigned high estimated credit risk, with a predicted PD of 64.47%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258). The borrower belongs to risk cluster 0.",high_risk,low_exposure,0,0,0,0.6447005616778948,0.45,1289.0,373.9585608012629,0.2901152527550527,0.7614056459295789,0.5,1289.0,490.7259388016136,0.38070282296478947,0.8881107301812633,0.55,1327.67,648.5148852268669,0.48846090159969485,1.0,0.65,1353.45,879.7425000000001,0.65
465,A11,24,A32,A41,2924,A61,A73,3,A93,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,121.83333333333331,7.981049759665957,2.0,0,0,8772,senior,medium_term,medium_high_amount,0,0.7034462441653355,0,2924,925.5945680727484,1,0.2847088520079092,0,0.5021445381524394,0.0672731658633788,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); other_installment_plans_A141 (0.525),purpose_A41 (-0.919); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); age_bucket_senior (-0.187),"The borrower is assigned high estimated credit risk, with a predicted PD of 70.34%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); other_installment_plans_A141 (0.525). The strongest downward model signals are: purpose_A41 (-0.919); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); age_bucket_senior (-0.187). The borrower belongs to risk cluster 0.",high_risk,medium_high_exposure,0,0,0,0.7034462441653355,0.45,2924.0,925.5945680727485,0.316550809874401,0.8289631807901358,0.5,2924.0,1211.9441703151786,0.4144815903950679,0.9644801174149362,0.55,3011.7200000000003,1597.6092325715017,0.5304640645782149,1.0,0.65,3070.2000000000003,1995.6300000000003,0.65
953,A14,36,A32,A42,10974,A61,A71,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,304.8333333333333,9.303375237943373,3.0,1,1,43896,early_career,long_term,high_amount,1,0.8819441299064444,1,10974,4355.304696716995,0,0.2328225180747455,0,0.4212418710949572,0.0444031650545337,installment_burden_proxy (1.285); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448),checking_account_status_A14 (-0.992); credit_amount (-0.627); other_installment_plans_A143 (-0.428); telephone_A192 (-0.182); age_years (-0.152),"The borrower is assigned high estimated credit risk, with a predicted PD of 88.19%. The strongest upward model signals are: installment_burden_proxy (1.285); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_amount (-0.627); other_installment_plans_A143 (-0.428); telephone_A192 (-0.182); age_years (-0.152). The borrower belongs to risk cluster 1.",high_risk,high_exposure,1,1,0,0.8819441299064444,0.45,10974.0,4355.304696716995,0.39687485845790005,1.0,0.5,10974.0,5487.0,0.5,1.0,0.55,11303.220000000001,6216.771000000002,0.55,1.0,0.65,11522.7,7489.755000000001,0.65
772,A14,21,A34,A41,3275,A61,A75,1,A93,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,155.95238095238096,8.09437844497296,1.75,0,0,3275,mid_career,medium_term,medium_high_amount,0,0.0088050779315719,0,3275,12.976483601654158,1,0.1287696747264346,0,0.2368735190442222,0.020665830408647,foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); credit_amount_log (0.086); high_credit_amount_flag (0.029),checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467),"The borrower is assigned low estimated credit risk, with a predicted PD of 0.88%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); credit_amount_log (0.086); high_credit_amount_flag (0.029). The strongest downward model signals are: checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467). The borrower belongs to risk cluster 0.",low_risk,medium_high_exposure,0,0,0,0.0088050779315719,0.45,3275.0,12.976483601654087,0.0039622850692073545,0.010125839621307683,0.5,3275.0,16.581062379891332,0.005062919810653842,0.01144660131104347,0.55,3373.25,21.236736329862563,0.006295630721073909,0.013647870793936444,0.65,3438.75,30.50555020022182,0.00887111601605869
890,A11,27,A34,A49,2442,A61,A75,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,90.44444444444444,7.8009820712577405,2.25,0,0,9768,mid_career,long_term,medium_high_amount,0,0.4239187338263698,0,2442,465.8442966017978,1,0.3363083573912382,0,0.5388719369508334,0.1337447778316431,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); existing_credits (0.446); people_liable (0.308),credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); telephone_A192 (-0.182),"The borrower is assigned elevated estimated credit risk, with a predicted PD of 42.39%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); existing_credits (0.446); people_liable (0.308). The strongest downward model signals are: credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); telephone_A192 (-0.182). The borrower belongs to risk cluster 0.",elevated_risk,medium_high_exposure,0,0,0,0.4239187338263698,0.45,2442.0,465.8442966017978,0.19076343022186643,0.5075065439003252,0.5,2442.0,619.6654901022971,0.2537532719501626,0.6010943539742808,0.55,2515.26,831.5497216275423,0.33060189468585444,0.7370740374308732,0.65,2564.1,1228.4555005947263,0.4790981243300676
691,A12,15,A32,A45,2631,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,175.4,7.875499292445208,1.25,0,0,7893,young,medium_term,medium_high_amount,0,0.5377767448789542,0,2631,636.7007770994379,1,0.1708103038738907,0,0.3292239997765968,0.0123966079711845,foreign_worker_A201 (0.651); purpose_A45 (0.502); duration_bucket_medium_term (0.463); age_bucket_young (0.459); savings_account_A62 (0.268),credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.170); duration_months (-0.170),"The borrower is assigned elevated estimated credit risk, with a predicted PD of 53.78%. The strongest upward model signals are: foreign_worker_A201 (0.651); purpose_A45 (0.502); duration_bucket_medium_term (0.463); age_bucket_young (0.459); savings_account_A62 (0.268). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.170); duration_months (-0.170). The borrower belongs to risk cluster 0.",elevated_risk,medium_high_exposure,0,0,0,0.5377767448789542,0.45,2631.0,636.7007770994379,0.2419995351955294,0.6384432566107974,0.5,2631.0,839.8721040715039,0.3192216283053987,0.7491097683426405,0.55,2709.9300000000003,1116.5192689886246,0.4120103725884523,0.913553954562379,0.65,2762.55,1640.4300101645952,0.5938100704655463
