,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,local_log_odds,local_pd,top_positive_contributors,top_negative_contributors,risk_cluster,expected_loss_proxy,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,risk_narrative
192,A12,27,A32,A49,3915,A61,A73,4,A93,A101,2,A123,36,A143,A152,1,A173,2,A192,A201,145.0,8.272826003650401,2.25,0,0,15660,mid_career,long_term,medium_high_amount,1,0.43009640059903675,-0.28145785166660486,0.4300964005990367,foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); installment_burden_proxy (0.255); checking_account_status_A12 (0.237),credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); telephone_A192 (-0.182),0,757.722333755353,0.1469539741431718,0,0.2542995427308974,0.0396084055554462,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 43.01%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); installment_burden_proxy (0.255); checking_account_status_A12 (0.237). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); telephone_A192 (-0.182). The borrower belongs to risk cluster 0."
804,A12,12,A32,A40,7472,A65,A71,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,622.6666666666666,8.91905180393029,1.0,0,1,7472,young,short_term,high_amount,0,0.5836106045042022,0.3376131180194458,0.5836106045042021,credit_amount_per_month (1.130); foreign_worker_A201 (0.651); housing_A151 (0.488); age_bucket_young (0.459); purpose_A40 (0.443),other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); property_A121 (-0.358); credit_amount (-0.345); installment_rate_pct_income (-0.329),1,1962.3322965849295,0.3627094176712977,1,0.6376294243307558,0.0877894110118397,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 58.36%. The strongest upward model signals are: credit_amount_per_month (1.130); foreign_worker_A201 (0.651); housing_A151 (0.488); age_bucket_young (0.459); purpose_A40 (0.443). The strongest downward model signals are: other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); property_A121 (-0.358); credit_amount (-0.345); installment_rate_pct_income (-0.329). The borrower belongs to risk cluster 1. The borrower is also flagged as an anomalous profile and may deserve additional review."
282,A13,18,A31,A43,1445,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,80.27777777777777,7.27655640271871,1.5,0,0,5780,mid_career,medium_term,medium_low_amount,0,0.30802151618659773,-0.8093852240967514,0.30802151618659773,foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); credit_history_A31 (0.268); age_years (0.223),employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); purpose_A43 (-0.251),0,200.29099090033515,0.2826209749921334,0,0.5351246975428172,0.0301172524414497,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 30.80%. The strongest upward model signals are: foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); credit_history_A31 (0.268); age_years (0.223). The strongest downward model signals are: employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); purpose_A43 (-0.251). The borrower belongs to risk cluster 0."
115,A14,48,A34,A43,3578,A65,A75,4,A93,A101,1,A121,47,A143,A152,1,A173,1,A192,A201,74.54166666666667,8.182838710766026,4.0,1,0,14312,mid_career,very_long_term,medium_high_amount,0,0.029991318396204787,-3.4763970685758383,0.029991318396204787,duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); installment_burden_proxy (0.206); age_years (0.190),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); duration_bucket_very_long_term (-0.610); personal_status_sex_A93 (-0.467),1,48.28902174972933,0.213714732415462,0,0.3921854841597426,0.0352439806711815,"The borrower is assigned low estimated credit risk, with a predicted PD of 3.00%. The strongest upward model signals are: duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); installment_burden_proxy (0.206); age_years (0.190). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); duration_bucket_very_long_term (-0.610); personal_status_sex_A93 (-0.467). The borrower belongs to risk cluster 1."
372,A14,10,A34,A42,2146,A61,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,214.6,7.671826797878781,0.8333333333333334,0,0,2146,young,short_term,medium_low_amount,0,0.1856679891429011,-1.4784080845036045,0.1856679891429011,foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); age_bucket_young (0.459); employment_since_A72 (0.341),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); other_installment_plans_A143 (-0.428); property_A121 (-0.358); installment_rate_pct_income (-0.329),0,179.2995771152996,0.162834971822144,0,0.3045472048579938,0.0211227387862941,"The borrower is assigned low estimated credit risk, with a predicted PD of 18.57%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); age_bucket_young (0.459); employment_since_A72 (0.341). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); other_installment_plans_A143 (-0.428); property_A121 (-0.358); installment_rate_pct_income (-0.329). The borrower belongs to risk cluster 0."
856,A14,10,A32,A48,894,A65,A74,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,89.4,6.796823718274855,0.8333333333333334,0,0,3576,mid_career,short_term,low_amount,0,0.028658401683932286,-3.5232315542915935,0.0286584016839323,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); credit_amount (0.185); installment_rate_pct_income (0.179); job_A173 (0.130),checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409),0,11.52927499744596,0.1345853969876397,0,0.2547110531017532,0.0144597408735263,"The borrower is assigned low estimated credit risk, with a predicted PD of 2.87%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); credit_amount (0.185); installment_rate_pct_income (0.179); job_A173 (0.130). The strongest downward model signals are: checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409). The borrower belongs to risk cluster 0."
844,A14,18,A32,A42,3422,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,190.11111111111111,8.138272638530186,1.5,0,0,13688,mid_career,medium_term,medium_high_amount,0,0.4815777215719591,-0.07372248574719942,0.481577721571959,foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); people_liable (0.308),checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); property_A122 (-0.200),0,741.5815334486598,0.1910195473182994,0,0.3144823128218888,0.06755678181471,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 48.16%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); people_liable (0.308). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); property_A122 (-0.200). The borrower belongs to risk cluster 0."
715,A14,30,A34,A41,7596,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,253.2,8.935508711503221,2.5,0,1,7596,senior,long_term,high_amount,0,0.034765859049607384,-3.3237348615861158,0.03476585904960737,foreign_worker_A201 (0.651); age_years (0.451); credit_amount_log (0.311); duration_years (0.272); duration_months (0.272),checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428),1,118.83665940336796,0.198079068542222,0,0.3632712001511168,0.0328869369333271,"The borrower is assigned low estimated credit risk, with a predicted PD of 3.48%. The strongest upward model signals are: foreign_worker_A201 (0.651); age_years (0.451); credit_amount_log (0.311); duration_years (0.272); duration_months (0.272). The strongest downward model signals are: checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 1."
83,A11,24,A32,A410,1755,A61,A75,4,A92,A103,4,A121,58,A143,A152,1,A172,1,A192,A201,73.125,7.470793774195062,2.0,0,0,7020,senior,medium_term,medium_low_amount,0,0.52123746296614,0.08500099379236337,0.5212374629661402,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_years (0.370),purpose_A410 (-0.527); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); property_A121 (-0.358); credit_amount_per_month (-0.220),0,411.6472863775091,0.2713646628982771,0,0.5149330155908396,0.0277963102057146,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 52.12%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_years (0.370). The strongest downward model signals are: purpose_A410 (-0.527); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); property_A121 (-0.358); credit_amount_per_month (-0.220). The borrower belongs to risk cluster 0."
845,A12,21,A32,A42,3976,A65,A74,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,189.33333333333337,8.28828304520769,1.75,0,1,7952,early_career,medium_term,high_amount,0,0.21255750097915357,-1.3095778063136168,0.21255750097915352,foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); checking_account_status_A12 (0.237); purpose_A42 (0.201); credit_amount_log (0.138),employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); telephone_A192 (-0.182),1,380.3078807519016,0.0954660447225745,0,0.1823830483570713,0.0085490410880776,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 21.26%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); checking_account_status_A12 (0.237); purpose_A42 (0.201); credit_amount_log (0.138). The strongest downward model signals are: employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); telephone_A192 (-0.182). The borrower belongs to risk cluster 1."
709,A12,9,A32,A43,2118,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,235.33333333333337,7.6586995582682995,0.75,0,0,4236,mid_career,short_term,medium_low_amount,0,0.21302693695955746,-1.30677539812471,0.21302693695955746,foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); checking_account_status_A12 (0.237); credit_amount_per_month (0.179),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A121 (-0.358); duration_years (-0.346),0,203.03597361615425,0.0971570513778933,0,0.1796103552220998,0.0147037475336868,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 21.30%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); checking_account_status_A12 (0.237); credit_amount_per_month (0.179). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A121 (-0.358); duration_years (-0.346). The borrower belongs to risk cluster 0."
38,A13,10,A32,A44,1225,A61,A73,2,A93,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,122.5,7.111512116496157,0.8333333333333334,0,0,2450,mid_career,short_term,low_amount,0,0.20100239819323615,-1.3800411049708274,0.20100239819323615,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); credit_amount (0.158); job_A173 (0.130),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); duration_years (-0.317); duration_months (-0.317),0,110.80257200402144,0.1111303341008981,0,0.205826392302579,0.0164342758992173,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 20.10%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); credit_amount (0.158); job_A173 (0.130). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); duration_years (-0.317); duration_months (-0.317). The borrower belongs to risk cluster 0."
598,A14,18,A34,A40,2775,A61,A74,2,A93,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,154.16666666666666,7.928766321626696,1.5,0,0,5550,early_career,medium_term,medium_high_amount,1,0.14219312296459657,-1.7971928346242234,0.14219312296459652,foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); purpose_A40 (0.443),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467),0,177.56366230204,0.0972995505998573,0,0.1850260212025524,0.0095730799971622,"The borrower is assigned low estimated credit risk, with a predicted PD of 14.22%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); purpose_A40 (0.443). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467). The borrower belongs to risk cluster 0."
304,A14,48,A34,A40,10127,A63,A73,2,A93,A101,2,A124,44,A141,A153,1,A173,1,A191,A201,210.97916666666663,9.223059144383958,4.0,1,1,20254,mid_career,very_long_term,high_amount,1,0.5082620946182268,0.03305138690614928,0.5082620946182267,duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); property_A124 (0.624); other_installment_plans_A141 (0.525),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); duration_bucket_very_long_term (-0.610); credit_amount (-0.559); housing_A153 (-0.497),1,2316.2266044894523,0.3361998134910067,0,0.6589800404563416,0.0134195865256717,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 50.83%. The strongest upward model signals are: duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); property_A124 (0.624); other_installment_plans_A141 (0.525). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); duration_bucket_very_long_term (-0.610); credit_amount (-0.559); housing_A153 (-0.497). The borrower belongs to risk cluster 1."
190,A14,24,A32,A49,4591,A64,A73,2,A93,A101,3,A122,54,A143,A152,3,A174,1,A192,A201,191.29166666666663,8.432070937999402,2.0,0,1,9182,senior,medium_term,high_amount,1,0.09744235396022594,-2.2259716001773966,0.09744235396022588,foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_years (0.304); existing_credits (0.274); credit_amount_log (0.176),checking_account_status_A14 (-0.992); savings_account_A64 (-0.622); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200),1,201.31103116412876,0.2507723502979166,0,0.4621196782723995,0.0394250223234338,"The borrower is assigned low estimated credit risk, with a predicted PD of 9.74%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_years (0.304); existing_credits (0.274); credit_amount_log (0.176). The strongest downward model signals are: checking_account_status_A14 (-0.992); savings_account_A64 (-0.622); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200). The borrower belongs to risk cluster 1."
658,A12,30,A30,A49,4221,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,140.7,8.348064228408266,2.5,0,1,8442,early_career,long_term,high_amount,0,0.8382641324216266,1.645368687079523,0.8382641324216266,credit_history_A30 (0.693); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.272); duration_months (0.272),other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.159); age_years (-0.119); high_credit_amount_flag (-0.091); purpose_A49 (-0.090),1,1592.2408063282585,0.171985895892931,0,0.3219956927157957,0.0219760990700662,"The borrower is assigned high estimated credit risk, with a predicted PD of 83.83%. The strongest upward model signals are: credit_history_A30 (0.693); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.272); duration_months (0.272). The strongest downward model signals are: other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.159); age_years (-0.119); high_credit_amount_flag (-0.091); purpose_A49 (-0.090). The borrower belongs to risk cluster 1."
219,A14,10,A32,A40,1364,A61,A73,2,A92,A101,4,A123,64,A143,A152,1,A173,1,A192,A201,136.4,7.21890970761906,0.8333333333333334,0,0,2728,senior,short_term,low_amount,0,0.3110760853233606,-0.7950933066899526,0.3110760853233606,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_years (0.467); purpose_A40 (0.443),checking_account_status_A14 (-0.992); other_installment_plans_A143 (-0.428); duration_years (-0.317); duration_months (-0.317); installment_burden_proxy (-0.216),0,190.93850117147875,0.1164087155480854,0,0.2123182070902189,0.020499224005952,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 31.11%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_years (0.467); purpose_A40 (0.443). The strongest downward model signals are: checking_account_status_A14 (-0.992); other_installment_plans_A143 (-0.428); duration_years (-0.317); duration_months (-0.317); installment_burden_proxy (-0.216). The borrower belongs to risk cluster 0."
717,A14,18,A32,A43,1505,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,83.61111111111111,7.317212408359839,1.5,0,0,6020,early_career,medium_term,medium_low_amount,0,0.1810194505300528,-1.509455847465853,0.18101945053005286,foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251),0,122.59542287147826,0.0998022884416535,0,0.1849417101327662,0.0146628667505407,"The borrower is assigned low estimated credit risk, with a predicted PD of 18.10%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251). The borrower belongs to risk cluster 0."
89,A11,12,A30,A45,1108,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,92.33333333333331,7.011213987350367,1.0,0,0,4432,early_career,short_term,low_amount,1,0.7430590416237851,1.0619291808304667,0.7430590416237851,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); credit_history_A30 (0.693); foreign_worker_A201 (0.651); savings_account_A61 (0.577),employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258),0,370.4892381536193,0.10975076523539,0,0.2101091555363383,0.0093923749344416,"The borrower is assigned high estimated credit risk, with a predicted PD of 74.31%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); credit_history_A30 (0.693); foreign_worker_A201 (0.651); savings_account_A61 (0.577). The strongest downward model signals are: employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258). The borrower belongs to risk cluster 0."
194,A12,45,A32,A43,3031,A62,A73,4,A93,A103,4,A122,21,A143,A151,1,A173,1,A191,A201,67.35555555555555,8.016977746762262,3.75,1,0,12124,young,very_long_term,medium_high_amount,1,0.47546338062397897,-0.09822537642238682,0.47546338062397897,duration_years (0.713); duration_months (0.713); foreign_worker_A201 (0.651); housing_A151 (0.488); age_bucket_young (0.459),credit_amount_bucket_medium_high_amount (-0.749); duration_bucket_very_long_term (-0.610); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428),1,648.5082780020762,0.3163505453424223,0,0.6079138820320088,0.0247872086528358,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 47.55%. The strongest upward model signals are: duration_years (0.713); duration_months (0.713); foreign_worker_A201 (0.651); housing_A151 (0.488); age_bucket_young (0.459). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); duration_bucket_very_long_term (-0.610); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 1."
133,A14,18,A32,A42,1984,A61,A73,4,A93,A101,4,A124,47,A141,A153,2,A173,1,A191,A201,110.22222222222224,7.59337419312129,1.5,0,0,7936,mid_career,medium_term,medium_low_amount,0,0.5856055210016083,0.3458280225663699,0.5856055210016083,foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463),checking_account_status_A14 (-0.992); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); credit_amount_per_month (-0.128),0,522.8286091502359,0.1272385852823596,0,0.232889337915184,0.0215878326495351,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 58.56%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463). The strongest downward model signals are: checking_account_status_A14 (-0.992); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); age_bucket_mid_career (-0.409); credit_amount_per_month (-0.128). The borrower belongs to risk cluster 0."
455,A14,24,A32,A41,2679,A61,A72,4,A92,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,111.625,7.893572073504902,2.0,0,0,10716,early_career,medium_term,medium_high_amount,0,0.2843959006947506,-0.9227597961520692,0.2843959006947507,foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); employment_since_A72 (0.341),checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); telephone_A192 (-0.182),0,342.85347808255665,0.1413589023105848,0,0.2679697953583424,0.0147480092628272,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 28.44%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); employment_since_A72 (0.341). The strongest downward model signals are: checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); telephone_A192 (-0.182). The borrower belongs to risk cluster 0."
664,A13,6,A34,A46,1047,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,174.5,6.954638864880987,0.5,0,0,2094,mid_career,short_term,low_amount,0,0.3803645941204851,-0.4880009990875157,0.38036459412048507,purpose_A46 (0.982); credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_years (0.239),credit_history_A34 (-0.877); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409),0,179.20877851986657,0.1963693280658829,0,0.3648871101759229,0.0278515459558428,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 38.04%. The strongest upward model signals are: purpose_A46 (0.982); credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_years (0.239). The strongest downward model signals are: credit_history_A34 (-0.877); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 0."
793,A13,24,A32,A42,2892,A61,A75,3,A91,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,120.5,7.970049304976135,2.0,0,0,8676,senior,medium_term,medium_high_amount,0,0.747448743466708,1.0850515080147365,0.747448743466708,foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); duration_bucket_medium_term (0.463),credit_amount_bucket_medium_high_amount (-0.749); housing_A153 (-0.497); other_installment_plans_A143 (-0.428); age_bucket_senior (-0.187); credit_amount_per_month (-0.103),0,972.7297947475738,0.1845502880517162,0,0.344755189323462,0.0243453867799704,"The borrower is assigned high estimated credit risk, with a predicted PD of 74.74%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); duration_bucket_medium_term (0.463). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); housing_A153 (-0.497); other_installment_plans_A143 (-0.428); age_bucket_senior (-0.187); credit_amount_per_month (-0.103). The borrower belongs to risk cluster 0."
129,A11,12,A34,A40,3499,A61,A73,3,A92,A102,2,A121,29,A143,A152,2,A173,1,A191,A201,291.5833333333333,8.160518247477505,1.0,0,0,10497,early_career,short_term,medium_high_amount,1,0.519190262658612,0.07679877531454848,0.519190262658612,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A40 (0.443); other_debtors_guarantors_A102 (0.440),credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258),0,817.4910280691175,0.1934747401631943,0,0.3598812946458429,0.0270681856805456,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 51.92%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A40 (0.443); other_debtors_guarantors_A102 (0.440). The strongest downward model signals are: credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258). The borrower belongs to risk cluster 0."
142,A11,27,A32,A43,3416,A61,A73,3,A93,A101,2,A123,27,A143,A152,1,A174,1,A191,A201,126.51851851851852,8.136518252115291,2.25,0,0,10248,early_career,long_term,medium_high_amount,0,0.45905001670460593,-0.164167649274231,0.459050016704606,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.183); duration_months (0.183),credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); age_years (-0.136),0,705.6516856783203,0.0563778719840258,0,0.104296820085985,0.0084589238820665,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 45.91%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.183); duration_months (0.183). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); age_years (-0.136). The borrower belongs to risk cluster 0."
