,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket
86,A12,18,A34,A42,1295,A61,A72,4,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,71.94444444444444,7.16703787691222,1.5,0,0,5180,early_career,medium_term,low_amount
781,A14,24,A34,A40,1940,A64,A75,4,A93,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,80.83333333333333,7.57095858316901,2.0,0,0,7760,senior,medium_term,medium_low_amount
644,A11,18,A34,A43,1880,A61,A74,4,A94,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,104.44444444444444,7.53955882930103,1.5,0,0,7520,early_career,medium_term,medium_low_amount
73,A12,42,A34,A49,5954,A61,A74,2,A92,A101,1,A121,41,A141,A152,2,A172,1,A191,A201,141.76190476190476,8.691986481789401,3.5,1,1,11908,mid_career,very_long_term,high_amount
884,A12,24,A32,A42,4057,A61,A74,3,A91,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,169.04166666666666,8.30844552038576,2.0,0,1,12171,mid_career,medium_term,high_amount
925,A11,12,A31,A40,697,A61,A72,4,A93,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,58.083333333333336,6.548219102762372,1.0,0,0,2788,mid_career,short_term,low_amount
530,A12,36,A32,A46,2273,A61,A74,3,A93,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,63.138888888888886,7.729295674310482,3.0,1,0,6819,early_career,long_term,medium_low_amount
319,A11,15,A33,A42,3643,A61,A75,1,A92,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,242.86666666666667,8.200837258379849,1.25,0,0,3643,early_career,medium_term,medium_high_amount
421,A12,12,A32,A41,2028,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,169.0,7.615298339825815,1.0,0,0,8112,early_career,short_term,medium_low_amount
468,A14,33,A33,A49,2764,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,83.75757575757575,7.9247959139564355,2.75,0,0,5528,early_career,long_term,medium_high_amount
311,A14,24,A32,A42,5511,A62,A73,4,A93,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,229.625,8.614682812693495,2.0,0,1,22044,young,medium_term,high_amount
174,A11,21,A33,A46,3414,A61,A72,2,A93,A101,1,A122,26,A143,A152,2,A173,1,A191,A201,162.57142857142858,8.13593277200489,1.75,0,0,6828,early_career,medium_term,medium_high_amount
27,A13,12,A31,A43,409,A64,A73,3,A92,A101,3,A121,42,A143,A151,2,A173,1,A191,A201,34.083333333333336,6.016157159698354,1.0,0,0,1227,mid_career,short_term,low_amount
496,A12,36,A32,A42,9034,A62,A72,4,A93,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,250.94444444444446,9.10886120302633,3.0,1,1,36136,early_career,long_term,high_amount
420,A14,15,A32,A40,3186,A64,A74,2,A92,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,212.4,8.066835314417336,1.25,0,0,6372,young,medium_term,medium_high_amount
988,A11,24,A32,A41,6579,A61,A71,4,A93,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,274.125,8.791790024319363,2.0,0,1,26316,early_career,medium_term,high_amount
710,A14,18,A34,A43,629,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,34.94444444444444,6.4457198193855785,1.5,0,0,2516,early_career,medium_term,low_amount
286,A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,2,A191,A201,99.75,8.47407690034261,4.0,1,1,19152,early_career,very_long_term,high_amount
411,A14,33,A34,A41,7253,A61,A74,3,A93,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,219.78787878787878,8.889308319842847,2.75,0,1,21759,early_career,long_term,high_amount
394,A14,9,A34,A42,2406,A61,A71,2,A93,A101,3,A123,31,A143,A152,1,A174,1,A191,A201,267.3333333333333,7.786136437783072,0.75,0,0,4812,early_career,short_term,medium_high_amount
67,A12,12,A32,A40,1007,A64,A73,4,A94,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,83.91666666666667,6.915723448631314,1.0,0,0,4028,young,short_term,low_amount
830,A14,24,A33,A49,2375,A63,A73,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,98.95833333333333,7.773173680482536,2.0,0,0,9500,mid_career,medium_term,medium_high_amount
707,A12,12,A30,A42,2969,A61,A72,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,247.41666666666666,7.996317231796746,1.0,0,0,11876,young,short_term,medium_high_amount
479,A11,15,A34,A42,1478,A61,A75,4,A93,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,98.53333333333333,7.2991214627108,1.25,0,0,5912,mid_career,medium_term,medium_low_amount
790,A12,21,A32,A49,1188,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,56.57142857142857,7.080867896690782,1.75,0,0,2376,mid_career,medium_term,low_amount
733,A14,24,A32,A41,2603,A64,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,108.45833333333333,7.86480400332846,2.0,0,0,5206,early_career,medium_term,medium_high_amount
518,A11,6,A32,A40,1203,A62,A75,3,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,200.5,7.093404625868766,0.5,0,0,3609,mid_career,short_term,low_amount
303,A11,10,A34,A40,1038,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,103.8,6.946013991099227,0.8333333333333334,0,0,4152,mid_career,short_term,low_amount
569,A11,48,A32,A43,6758,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,140.79166666666666,8.818630229100354,4.0,1,1,20274,early_career,very_long_term,high_amount
214,A14,36,A34,A43,3342,A65,A75,4,A93,A101,2,A123,51,A143,A152,1,A173,1,A192,A201,92.83333333333333,8.114623886420098,3.0,1,0,13368,senior,long_term,medium_high_amount
66,A14,12,A32,A43,2171,A61,A72,2,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,180.91666666666666,7.683403681053826,1.0,0,0,4342,early_career,short_term,medium_low_amount
984,A14,24,A34,A42,2028,A61,A74,2,A93,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,84.5,7.615298339825815,2.0,0,0,4056,early_career,medium_term,medium_low_amount
704,A12,27,A32,A49,2528,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,93.62962962962963,7.835579246669965,2.25,0,0,10112,early_career,long_term,medium_high_amount
120,A11,21,A32,A43,1835,A61,A73,3,A92,A101,2,A121,25,A143,A152,2,A173,1,A192,A201,87.38095238095238,7.515344571180436,1.75,0,0,5505,young,medium_term,medium_low_amount
170,A11,15,A30,A40,950,A61,A75,4,A93,A101,3,A123,33,A143,A151,2,A173,2,A191,A201,63.333333333333336,6.85751406254539,1.25,0,0,3800,early_career,medium_term,low_amount
3,A11,42,A32,A42,7882,A61,A74,2,A93,A103,4,A122,45,A143,A153,1,A173,2,A191,A201,187.66666666666666,8.972463821059907,3.5,1,1,15764,mid_career,very_long_term,high_amount
232,A14,12,A32,A43,2141,A62,A74,3,A93,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,178.41666666666666,7.669495251007694,1.0,0,0,6423,early_career,short_term,medium_low_amount
255,A12,60,A33,A43,7418,A65,A73,1,A93,A101,1,A121,27,A143,A152,1,A172,1,A191,A201,123.63333333333334,8.911799556189527,5.0,1,1,7418,early_career,very_long_term,high_amount
121,A14,24,A34,A41,3868,A61,A75,4,A92,A101,2,A123,41,A143,A151,2,A174,1,A192,A201,161.16666666666666,8.260751354700513,2.0,0,0,15472,mid_career,medium_term,medium_high_amount
381,A12,18,A32,A41,12976,A61,A71,3,A92,A101,4,A124,38,A143,A153,1,A174,1,A192,A201,720.8888888888889,9.470933838737231,1.5,0,1,38928,mid_career,medium_term,high_amount
408,A14,24,A32,A43,3235,A63,A75,3,A91,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,134.79166666666666,8.082093278178382,2.0,0,0,9705,early_career,medium_term,medium_high_amount
374,A12,60,A31,A410,14782,A62,A75,3,A92,A101,4,A124,60,A141,A153,2,A174,1,A192,A201,246.36666666666667,9.60123315090109,5.0,1,1,44346,senior,very_long_term,high_amount
511,A14,36,A32,A41,4686,A61,A73,2,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,130.16666666666666,8.452547997922705,3.0,1,1,9372,early_career,long_term,high_amount
889,A14,28,A31,A41,7824,A65,A72,3,A93,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,279.42857142857144,8.965079015408355,2.3333333333333335,0,1,23472,mid_career,long_term,high_amount
352,A14,18,A34,A41,3229,A65,A71,2,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,179.38888888888889,8.080237416216702,1.5,0,0,6458,mid_career,medium_term,medium_high_amount
476,A14,39,A32,A41,2569,A63,A73,4,A93,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,65.87179487179488,7.851661177889265,3.25,1,0,10276,young,very_long_term,medium_high_amount
557,A14,21,A30,A40,5003,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,238.23809523809524,8.517992871586802,1.75,0,1,5003,early_career,medium_term,high_amount
502,A13,9,A32,A43,1126,A62,A75,2,A91,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,125.11111111111111,7.027314514039777,0.75,0,0,2252,mid_career,short_term,low_amount
368,A11,36,A32,A42,3446,A61,A75,4,A93,A101,2,A123,42,A143,A152,1,A173,2,A191,A201,95.72222222222223,8.145259566516865,3.0,1,0,13784,mid_career,long_term,medium_high_amount
54,A12,36,A33,A40,2225,A61,A75,4,A93,A101,4,A124,57,A141,A153,2,A173,1,A192,A201,61.80555555555556,7.70796153183549,3.0,1,0,8900,senior,long_term,medium_low_amount
745,A11,13,A34,A49,1797,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,138.23076923076923,7.494430215031565,1.0833333333333333,0,0,5391,early_career,medium_term,medium_low_amount
147,A14,12,A34,A40,682,A62,A74,4,A92,A101,3,A123,51,A143,A152,2,A173,1,A192,A201,56.833333333333336,6.52649485957079,1.0,0,0,2728,senior,short_term,low_amount
531,A12,15,A32,A40,2631,A62,A73,2,A92,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,175.4,7.875499292445208,1.25,0,0,5262,early_career,medium_term,medium_high_amount
697,A14,12,A34,A40,926,A61,A71,1,A92,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,77.16666666666667,6.831953565565855,1.0,0,0,926,mid_career,short_term,low_amount
200,A14,9,A34,A46,936,A63,A75,4,A93,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,104.0,6.842683282238422,0.75,0,0,3744,senior,short_term,low_amount
538,A11,48,A32,A40,7763,A61,A75,4,A93,A101,4,A124,42,A141,A153,1,A174,1,A191,A201,161.72916666666666,8.957252944288902,4.0,1,1,31052,mid_career,very_long_term,high_amount
175,A14,30,A31,A41,7485,A65,A71,4,A92,A101,1,A121,53,A141,A152,1,A174,1,A192,A201,249.5,8.920789888464375,2.5,0,1,29940,senior,long_term,high_amount
540,A12,12,A32,A43,1534,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,127.83333333333333,7.336285660021297,1.0,0,0,1534,young,short_term,medium_low_amount
927,A11,48,A32,A41,10297,A61,A74,4,A93,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,214.52083333333334,9.239704980606087,4.0,1,1,41188,mid_career,very_long_term,high_amount
780,A12,39,A34,A43,4933,A61,A74,2,A93,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,126.48717948717949,8.503905297089302,3.25,1,1,9866,young,very_long_term,high_amount
69,A14,36,A32,A43,2394,A65,A73,4,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,66.5,7.781138509845015,3.0,1,0,9576,young,long_term,medium_high_amount
550,A14,12,A34,A45,996,A65,A74,4,A92,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,83.0,6.904750769961838,1.0,0,0,3984,young,short_term,low_amount
899,A11,18,A32,A42,4153,A61,A73,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,230.72222222222223,8.331827004436057,1.5,0,1,8306,mid_career,medium_term,high_amount
955,A11,24,A34,A43,1231,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,51.291666666666664,7.116394144093465,2.0,0,0,4924,senior,medium_term,low_amount
377,A14,7,A33,A43,846,A65,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,120.85714285714286,6.741700694652055,0.5833333333333334,0,0,2538,mid_career,short_term,low_amount
643,A14,24,A34,A43,1851,A61,A74,4,A94,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,77.125,7.524021415206125,2.0,0,0,7404,early_career,medium_term,medium_low_amount
155,A11,12,A32,A42,1282,A61,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,106.83333333333333,7.1569563646156364,1.0,0,0,2564,young,short_term,low_amount
387,A12,18,A34,A42,7374,A61,A71,4,A93,A101,4,A122,40,A142,A152,2,A174,1,A192,A201,409.6666666666667,8.905851181208021,1.5,0,1,29496,mid_career,medium_term,high_amount
154,A12,24,A33,A49,6967,A62,A74,4,A93,A101,4,A123,36,A143,A151,1,A174,1,A192,A201,290.2916666666667,8.849083518532339,2.0,0,1,27868,mid_career,medium_term,high_amount
895,A14,36,A33,A41,8947,A65,A74,3,A93,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,248.52777777777777,9.09918532261002,3.0,1,1,26841,early_career,long_term,high_amount
843,A14,24,A31,A49,1559,A61,A74,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,64.95833333333333,7.352441100243583,2.0,0,0,6236,mid_career,medium_term,medium_low_amount
111,A13,15,A32,A46,392,A61,A72,4,A92,A101,4,A122,23,A143,A151,1,A173,1,A192,A201,26.133333333333333,5.973809611869261,1.25,0,0,1568,young,medium_term,low_amount
797,A14,12,A34,A42,1258,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,104.83333333333333,7.138073034044347,1.0,0,0,2516,young,short_term,low_amount
667,A14,48,A31,A49,3609,A61,A73,1,A92,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,75.1875,8.191463051326927,4.0,1,0,3609,early_career,very_long_term,medium_high_amount
556,A12,18,A30,A40,2278,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,126.55555555555556,7.731492029245684,1.5,0,0,6834,early_career,medium_term,medium_low_amount
238,A14,12,A34,A43,1291,A61,A73,4,A92,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,107.58333333333333,7.163946684342547,1.0,0,0,5164,early_career,short_term,low_amount
732,A12,8,A32,A43,760,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,95.0,6.634633357861686,0.6666666666666666,0,0,3040,mid_career,short_term,low_amount
131,A11,36,A33,A46,6887,A61,A73,4,A93,A101,3,A122,29,A142,A152,1,A173,1,A192,A201,191.30555555555554,8.837536046107568,3.0,1,1,27548,early_career,long_term,high_amount
816,A14,6,A32,A44,1338,A63,A73,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,223.0,7.199678345691172,0.5,0,0,1338,senior,short_term,low_amount
184,A12,18,A34,A40,884,A61,A75,4,A93,A101,4,A123,36,A141,A152,1,A173,2,A192,A201,49.111111111111114,6.785587645007929,1.5,0,0,3536,mid_career,medium_term,low_amount
325,A11,8,A34,A40,3398,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,424.75,8.131236549696116,0.6666666666666666,0,0,3398,mid_career,short_term,medium_high_amount
342,A12,18,A32,A43,3213,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,178.5,8.075271546297458,1.5,0,0,3213,young,medium_term,medium_high_amount
270,A14,18,A32,A40,2662,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,147.88888888888889,7.887208585813932,1.5,0,0,10648,early_career,medium_term,medium_high_amount
564,A12,24,A33,A49,4712,A65,A73,4,A93,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,196.33333333333334,8.45807992692373,2.0,0,1,18848,mid_career,medium_term,high_amount
498,A12,18,A32,A43,1301,A61,A75,4,A94,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,72.27777777777777,7.171656822768514,1.5,0,0,5204,early_career,medium_term,low_amount
617,A11,6,A34,A40,3676,A61,A73,1,A93,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,612.6666666666666,8.209852481301272,0.5,0,0,3676,mid_career,short_term,medium_high_amount
879,A14,30,A34,A43,6742,A65,A74,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,224.73333333333332,8.816260208734581,2.5,0,1,13484,mid_career,long_term,high_amount
593,A12,24,A32,A40,2718,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,113.25,7.908019444632471,2.0,0,0,8154,young,medium_term,medium_high_amount
637,A14,60,A33,A43,15653,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,260.8833333333333,9.658481754364784,5.0,1,1,31306,young,very_long_term,high_amount
963,A14,24,A32,A43,2397,A63,A75,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,99.875,7.7823903355874595,2.0,0,0,7191,early_career,medium_term,medium_high_amount
172,A12,24,A33,A42,2064,A61,A71,3,A92,A101,2,A122,34,A143,A152,1,A174,1,A192,A201,86.0,7.632885505395133,2.0,0,0,6192,early_career,medium_term,medium_low_amount
398,A12,12,A32,A40,1223,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,101.91666666666667,7.1098794630722715,1.0,0,0,1223,mid_career,short_term,low_amount
726,A14,15,A34,A43,1316,A63,A73,2,A94,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,87.73333333333333,7.183111701743281,1.25,0,0,2632,mid_career,medium_term,low_amount
914,A11,24,A31,A49,3161,A61,A73,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,131.70833333333334,8.058960017769417,2.0,0,0,12644,early_career,medium_term,medium_high_amount
923,A12,12,A32,A40,2002,A61,A74,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,166.83333333333334,7.602401335665818,1.0,0,0,6006,early_career,short_term,medium_low_amount
414,A11,24,A32,A40,1381,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,57.541666666666664,7.231287004327616,2.0,0,0,5524,early_career,medium_term,medium_low_amount
140,A13,6,A32,A40,709,A64,A72,2,A94,A101,2,A121,27,A143,A152,1,A171,1,A191,A202,118.16666666666667,6.565264970035361,0.5,0,0,1418,early_career,short_term,low_amount
882,A12,30,A34,A40,2181,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,72.7,7.687997166393016,2.5,0,0,8724,mid_career,long_term,medium_low_amount
371,A14,18,A34,A43,6070,A61,A75,3,A93,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,337.22222222222223,8.711278615130434,1.5,0,1,18210,early_career,medium_term,high_amount
561,A11,24,A31,A43,1546,A61,A74,4,A93,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,64.41666666666667,7.344072850573066,2.0,0,0,6184,young,medium_term,medium_low_amount
483,A14,15,A33,A42,960,A64,A74,3,A92,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,64.0,6.8679744089702925,1.25,0,0,2880,early_career,medium_term,low_amount
666,A12,30,A31,A42,3496,A64,A73,4,A93,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,116.53333333333333,8.159660737063376,2.5,0,0,13984,early_career,long_term,medium_high_amount
123,A13,10,A34,A40,781,A61,A75,4,A93,A101,4,A124,63,A143,A153,2,A173,1,A192,A201,78.1,6.661854740545311,0.8333333333333334,0,0,3124,senior,short_term,low_amount
943,A14,4,A34,A40,1455,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,363.75,7.283448228756631,0.3333333333333333,0,0,2910,mid_career,short_term,medium_low_amount
584,A14,12,A32,A40,2133,A65,A75,4,A92,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,177.75,7.665753431861699,1.0,0,0,8532,senior,short_term,medium_low_amount
44,A11,48,A34,A41,6143,A61,A75,4,A92,A101,4,A124,58,A142,A153,2,A172,1,A191,A201,127.97916666666667,8.723231274827508,4.0,1,1,24572,senior,very_long_term,high_amount
103,A12,9,A34,A42,1919,A61,A74,4,A93,A101,3,A123,35,A143,A151,1,A173,1,A192,A201,213.22222222222223,7.560080465021827,0.75,0,0,7676,early_career,short_term,medium_low_amount
163,A12,10,A32,A40,7308,A61,A71,2,A93,A101,4,A124,70,A141,A153,1,A174,1,A192,A201,730.8,8.896861744480391,0.8333333333333334,0,1,14616,senior,short_term,high_amount
910,A14,36,A33,A43,4454,A61,A73,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,123.72222222222223,8.40178233990491,3.0,1,1,17816,early_career,long_term,high_amount
7,A12,36,A32,A41,6948,A61,A73,2,A93,A101,2,A123,35,A143,A151,1,A174,1,A192,A201,193.0,8.846353043314327,3.0,1,1,13896,early_career,long_term,high_amount
104,A14,12,A32,A41,2445,A65,A72,2,A94,A101,4,A123,26,A143,A151,1,A173,1,A192,A201,203.75,7.802209316247118,1.0,0,0,4890,early_career,short_term,medium_high_amount
771,A11,36,A34,A46,8065,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,224.02777777777777,8.995412975433313,3.0,1,1,24195,young,long_term,high_amount
76,A11,42,A32,A43,3965,A61,A72,4,A93,A101,3,A123,34,A143,A152,1,A173,1,A191,A201,94.4047619047619,8.285513309079741,3.5,1,0,15860,early_career,very_long_term,medium_high_amount
256,A14,24,A34,A43,2684,A61,A73,4,A93,A101,2,A121,35,A143,A152,2,A172,1,A191,A201,111.83333333333333,7.895436006942965,2.0,0,0,10736,early_career,medium_term,medium_high_amount
364,A11,18,A32,A42,2473,A61,A71,4,A93,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,137.38888888888889,7.813591552952433,1.5,0,0,9892,young,medium_term,medium_high_amount
223,A14,24,A33,A49,2978,A65,A73,4,A93,A101,4,A121,32,A143,A152,2,A173,2,A192,A201,124.08333333333333,7.999342952713282,2.0,0,0,11912,early_career,medium_term,medium_high_amount
127,A12,12,A32,A45,639,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,53.25,6.461468176353717,1.0,0,0,2556,early_career,short_term,low_amount
405,A12,24,A32,A43,2039,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,84.95833333333333,7.620705086838262,2.0,0,0,2039,young,medium_term,medium_low_amount
302,A13,24,A34,A40,1344,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,56.0,7.20414929203594,2.0,0,0,5376,mid_career,medium_term,low_amount
471,A11,6,A32,A46,448,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,74.66666666666667,6.1070228877422545,0.5,0,0,1792,young,short_term,low_amount
687,A12,36,A33,A40,2862,A62,A75,4,A93,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,79.5,7.959625305098115,3.0,1,0,11448,early_career,long_term,medium_high_amount
805,A11,36,A32,A40,9271,A61,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,257.52777777777777,9.134754385019587,3.0,1,1,18542,young,long_term,high_amount
274,A11,30,A32,A45,11998,A61,A72,1,A91,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,399.93333333333334,9.392578591964389,2.5,0,1,11998,early_career,long_term,high_amount
559,A12,18,A34,A42,1928,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,107.11111111111111,7.564757012905729,1.5,0,0,3856,early_career,medium_term,medium_low_amount
975,A13,24,A32,A43,1258,A63,A73,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,52.416666666666664,7.138073034044347,2.0,0,0,3774,senior,medium_term,low_amount
309,A12,9,A32,A40,276,A61,A73,4,A94,A101,4,A121,22,A143,A151,1,A172,1,A191,A201,30.666666666666668,5.6240175061873385,0.75,0,0,1104,young,short_term,low_amount
505,A14,10,A32,A40,1309,A65,A73,4,A93,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,130.9,7.177782416195197,0.8333333333333334,0,0,5236,early_career,short_term,low_amount
106,A14,18,A31,A40,6458,A61,A75,2,A93,A101,4,A124,39,A141,A152,2,A174,2,A192,A201,358.77777777777777,8.773229786032473,1.5,0,1,12916,mid_career,medium_term,high_amount
57,A14,36,A34,A43,9566,A61,A73,2,A92,A101,2,A123,31,A142,A152,2,A173,1,A191,A201,265.72222222222223,9.166074955678168,3.0,1,1,19132,early_career,long_term,high_amount
811,A12,6,A32,A43,484,A61,A74,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,80.66666666666667,6.184148890937483,0.5,0,0,1452,early_career,short_term,low_amount
91,A11,12,A34,A41,1409,A61,A75,4,A93,A101,3,A121,54,A143,A152,1,A173,1,A191,A201,117.41666666666667,7.251344983372214,1.0,0,0,5636,senior,short_term,medium_low_amount
555,A12,12,A32,A43,1331,A61,A72,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,110.91666666666667,7.194436851100335,1.0,0,0,2662,young,short_term,low_amount
827,A14,18,A30,A49,4165,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,231.38888888888889,8.334711621820917,1.5,0,1,8330,mid_career,medium_term,high_amount
456,A11,11,A34,A40,3905,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,355.0,8.270269111436624,0.9166666666666666,0,0,7810,mid_career,short_term,medium_high_amount
622,A14,48,A32,A49,3914,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,81.54166666666667,8.272570608424903,4.0,1,0,15656,mid_career,very_long_term,medium_high_amount
766,A11,30,A32,A42,3108,A61,A72,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,103.6,8.042056410058754,2.5,0,0,6216,early_career,long_term,medium_high_amount
755,A11,24,A32,A40,1285,A65,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,53.541666666666664,7.1592919047975645,2.0,0,0,5140,early_career,medium_term,low_amount
640,A11,18,A32,A46,750,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,41.666666666666664,6.621405651764134,1.5,0,0,3000,early_career,medium_term,low_amount
160,A14,24,A34,A43,2872,A62,A75,3,A93,A101,4,A121,36,A143,A152,1,A173,2,A192,A201,119.66666666666667,7.96311205897929,2.0,0,0,8616,mid_career,medium_term,medium_high_amount
475,A11,18,A30,A42,3114,A61,A72,1,A92,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,173.0,8.043984431221553,1.5,0,0,3114,early_career,medium_term,medium_high_amount
560,A11,24,A32,A41,2964,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,123.5,7.994632311431825,2.0,0,0,11856,mid_career,medium_term,medium_high_amount
55,A14,6,A31,A40,783,A65,A73,1,A93,A103,2,A121,26,A142,A152,1,A172,2,A191,A201,130.5,6.664409020350408,0.5,0,0,783,early_career,short_term,low_amount
